player_id,name,position,team,adp,times_drafted,high,low,stdev,bye
2439,Alvin Kamara,RB,NO,66.8,1187,46,85,7.6,8
4862,D'Andre Swift,RB,CHI,66.8,377,49,85,6.7,10
2870,Christian Kirk,WR,JAX,68.5,209,52,87,6.3,7
6185,J.J. McCarthy,QB,MIN,69,24,49,90,10.1,6
5675,Zay Flowers,WR,BAL,69.9,473,51,89,7,13
2872,Mark Andrews,TE,BAL,71.4,816,52,89,7.3,13
5513,Zamir White,RB,LV,71.5,377,54,84,6.4,13
3449,Terry McLaurin,WR,WAS,73.7,608,57,89,6.3,7
2118,Derek Carr,QB,NO,74.5,173,48,102,9.9,8
5210,Rhamondre Stevenson,RB,NE,74.5,258,59,90,5.7,11
1992,Keenan Allen,WR,CHI,76.1,282,58,94,6.7,10
2499,George Kittle,TE,SF,76.6,310,58,90,6.9,8
2737,Raheem Mostert,RB,MIA,77.5,625,60,93,6.5,6
2866,Calvin Ridley,WR,TEN,79.6,475,60,97,7.5,9
5186,Trevor Lawrence,QB,JAX,80.5,1571,31,144,18.8,7
5696,Rashee Rice,WR,KC,81,964,60,99,7.9,5
1904,Russell Wilson,QB,PIT,81.7,83,60,104,9.6,9
5688,Dalton Kincaid,TE,BUF,82,692,57,101,9.3,7
3267,Devin Singletary,RB,NYG,82.9,131,67,96,6,8
5656,Trey McBride,TE,ARI,83.1,859,56,105,10.2,14
2465,Chris Godwin Jr.,WR,TB,84.6,308,64,102,7.6,10
3435,Tony Pollard,RB,TEN,85,283,67,99,6.6,9
3081,Gus Edwards,RB,LAC,87.4,210,68,109,7.1,7
4877,Zack Moss,RB,CIN,88.4,233,72,102,6.3,6
3255,Josh Jacobs,RB,GB,90.3,1583,44,119,17.5,11
6172,Xavier Worthy,WR,KC,90.5,562,70,113,7.9,5
3249,Hollywood Brown,WR,KC,92.6,75,73,106,7.2,5
5360,Christian Watson,WR,GB,92.7,444,73,116,7.3,11
5181,Kyle Pitts Sr.,TE,ATL,94.2,434,74,111,7.7,11
5443,Jaylen Warren,RB,PIT,94.3,218,74,109,7.7,9
6179,Jonathon Brooks,RB,CAR,94.6,347,75,113,7.2,5
5678,Bryce Young,QB,CAR,94.7,306,66,118,11,5
5605,Brian Robinson Jr.,RB,WAS,97.3,734,75,116,8.2,7
3264,Daniel Jones,QB,MIN,98.7,168,73,126,9.8,6
6281,Ladd McConkey,WR,LAC,99.3,366,81,124,7,7
1975,DeAndre Hopkins,WR,KC,100.6,208,82,118,6.8,5
2625,Austin Ekeler,RB,WAS,101.4,273,79,119,8.6,7
5706,Chase Brown,RB,CIN,101.5,354,81,121,7.8,6
5643,Jameson Williams,WR,DET,104,267,76,136,10.6,6
6253,Bo Nix,QB,DEN,104.3,698,70,149,13.1,10
5561,Jake Ferguson,TE,DAL,104.5,213,83,118,8.1,14
6175,Brian Thomas Jr.,WR,JAX,105.2,380,83,124,8.3,7
3246,Deebo Samuel Sr.,WR,SF,105.4,1553,46,150,22.5,8
6189,Keon Coleman,WR,BUF,105.5,302,82,142,8.9,7
5617,Jerome Ford,RB,CLE,108.6,544,84,145,9.4,11
5671,Jaxon Smith-Njigba,WR,SEA,111.8,447,84,149,10.6,11
2304,Tyler Lockett,WR,SEA,111.8,77,91,145,8,11
5965,Blake Corum,RB,LAR,112.4,210,89,147,8.8,11
3474,Gardner Minshew II,QB,LV,113.8,375,78,150,13.6,13
2448,David Njoku,TE,CLE,114.5,164,81,147,12.7,11
3238,David Montgomery,RB,DET,115.1,1018,68,150,17.8,6
3419,Diontae Johnson,WR,BAL,115.4,430,85,149,11.6,13
5586,Romeo Doubs,WR,GB,115.7,175,92,150,8.9,11
2862,Courtland Sutton,WR,DEN,116.2,339,90,148,9.8,10
6178,Brock Bowers,TE,LV,118.3,259,87,149,11.7,13
2436,Mike Williams,WR,PIT,119.4,135,94,148,9.6,9
2451,Evan Engram,TE,JAX,119.8,600,82,150,14.5,7
5990,Trey Benson,RB,ARI,121.8,187,96,155,9.9,14
2443,Curtis Samuel,WR,BUF,121.9,112,89,151,12.4,7
4870,Tee Higgins,WR,CIN,123.7,798,79,150,16.9,6
5692,Tyjae Spears,RB,TEN,124.3,400,92,158,12.4,9
5191,Justin Fields,QB,PIT,126.6,363,84,159,16.1,9
3307,T.J. Hockenson,TE,MIN,127,113,89,153,14.4,6
5711,Tank Dell,WR,HOU,127.1,655,84,156,16.3,8
5185,Javonte Williams,RB,DEN,127.2,534,90,158,14,10
5636,Khalil Shakir,WR,BUF,127.9,284,91,159,14.1,7
5232,Joshua Palmer,WR,LAC,128.4,262,96,150,12.1,7
1332,Baltimore Defense,DEF,BAL,129.1,629,85,162,16.6,13
5677,Zach Charbonnet,RB,SEA,129.2,93,102,151,11.3,11
6162,Brandon Aubrey,PK,DAL,130.2,523,91,160,14.9,14
2884,Sam Darnold,QB,MIN,130.3,182,63,181,26.1,6
1962,Justin Tucker,PK,BAL,131,317,99,163,12.2,13
5707,Jayden Reed,WR,GB,131.2,225,98,150,12.7,11
5998,Jaleel McLaughlin,RB,DEN,131.9,121,105,152,10.3,10
5095,Rico Dowdle,RB,DAL,132.3,272,104,156,10.8,14
2514,Harrison Butker,PK,KC,132.8,87,79,160,20.3,5
1308,Dallas Defense,DEF,DAL,134.3,304,94,167,15.4,14
5655,Tyler Allgeier,RB,ATL,135.2,121,110,150,9.7,11
3496,Jakobi Meyers,WR,LV,136.5,34,114,149,8.4,13
1326,San Francisco Defense,DEF,SF,136.6,487,100,163,14,8
4873,Chuba Hubbard,RB,CAR,137.7,124,105,158,12.3,5
4888,J.K. Dobbins,RB,LAC,138.2,120,98,171,15.4,7
5193,Pat Freiermuth,TE,PIT,140.1,79,106,179,12.8,9
2343,Ezekiel Elliott,RB,LAC,140.2,136,101,178,14.7,7
1321,NY Jets Defense,DEF,NYJ,141,266,100,168,15.7,13
2431,Adam Thielen,WR,CAR,141.6,44,117,159,9.3,5
6194,Rome Odunze,WR,CHI,141.7,306,102,180,15.2,10
2490,Jonnu Smith,TE,MIA,142.8,14,101,173,23.2,6
2527,Younghoe Koo,PK,ATL,143.7,227,107,176,13.9,11
2896,Dallas Goedert,TE,PHI,143.7,92,96,176,18.1,10
2529,Jake Elliott,PK,PHI,144.5,240,113,175,12.1,10
2114,Brandin Cooks,WR,DAL,145.8,40,113,176,15,14
2365,Jacoby Brissett,QB,NE,146.8,15,115,180,16.7,11
1303,Buffalo Defense,DEF,BUF,146.8,220,126,177,11.5,7
2531,Ka'imi Fairbairn,PK,HOU,147.1,152,117,177,11.5,8
1307,Cleveland Defense,DEF,CLE,147.4,268,109,177,14.6,11
6187,Drake Maye,QB,NE,147.7,17,95,173,21.3,11
2988,Daniel Carlson,PK,LV,147.7,76,132,176,11.6,13
5036,Tyler Bass,PK,BUF,147.8,10,135,179,12.2,7
5632,Dameon Pierce,RB,HOU,148.2,17,124,173,10.6,8
5669,Evan McPherson,PK,CIN,149,181,132,179,12.2,6
5673,Jordan Addison,WR,MIN,150.7,70,83,180,25.7,6
2724,Taysom Hill,TE,NO,151,66,91,181,22.9,8
6197,Ray Davis,RB,BUF,151.1,19,115,180,19.7,7
5008,Antonio Gibson,RB,NE,151.5,10,122,175,21.1,11
1343,Joe Flacco,QB,IND,151.8,10,132,177,17.7,13
1312,Houston Defense,DEF,HOU,151.9,96,116,179,13.6,8
1305,Chicago Defense,DEF,CHI,152.5,98,116,180,13.7,10
6171,Jaylen Wright,RB,MIA,152.6,93,102,180,19.4,6
1322,Las Vegas Defense,DEF,LV,154.1,26,125,179,14.1,13
4867,Matt Gay,PK,IND,154.3,45,139,177,12.6,13
1315,Kansas City Defense,DEF,KC,154.4,64,139,187,13.8,5
1324,Pittsburgh Defense,DEF,PIT,154.6,89,121,179,16.5,9
3031,Michael Badgley,PK,DET,155.3,67,132,179,13.8,6
1311,Green Bay Defense,DEF,GB,155.4,10,141,178,15.3,11
1306,Cincinnati Defense,DEF,CIN,155.6,20,139,175,12.3,6
5726,Jake Moody,PK,SF,155.9,111,123,180,13.5,8
5702,Luke Musgrave,TE,GB,156.5,13,108,178,18.4,11
6263,Kimani Vidal,RB,LAC,157.1,40,102,180,20.9,7
5659,Ty Chandler,RB,MIN,157.2,68,129,180,11,6
2977,Dalton Schultz,TE,HOU,157.2,123,119,180,14.6,8
5622,MarShawn Lloyd,RB,GB,157.6,28,129,179,11.2,11
4902,Cole Kmet,TE,CHI,157.7,38,119,188,14.9,10
5674,Quentin Johnston,WR,LAC,157.9,16,133,180,14.7,7
1960,Greg Zuerlein,PK,NYJ,158.2,86,139,180,14.9,13
5214,Elijah Mitchell,RB,SF,158.7,37,124,180,13,8
4861,Jerry Jeudy,WR,CLE,158.7,47,132,179,10.1,11
5661,Isaiah Likely,TE,BAL,158.9,25,143,178,11.5,13
5896,Rashid Shaheed,WR,NO,159.2,78,121,184,14.5,8
5721,Michael Wilson,WR,ARI,159.6,11,143,175,9.8,14
6276,Tyrone Tracy Jr.,RB,NYG,160.3,10,142,180,13.1,8
5725,Dontayvion Wicks,WR,GB,161.6,30,143,177,9,11
2954,Jason Sanders,PK,MIA,161.8,78,135,184,15.4,6
5538,Cameron Dicker,PK,LAC,162,59,141,180,14.7,7
5720,Khalil Herbert,RB,CIN,162.7,70,132,180,12.6,6
5680,Josh Downs,WR,IND,162.8,65,133,184,11.2,13
5018,Gabe Davis,WR,JAX,163.2,24,135,180,10.7,7
3458,Alexander Mattison,RB,LV,163.3,21,149,177,9.8,13
5695,Roschon Johnson,RB,CHI,163.4,10,152,176,8.8,10
6188,Cam Little,PK,JAX,164.6,14,109,180,21.5,7
5578,Jahan Dotson,WR,PHI,165.6,41,137,180,10.7,10
5119,Darnell Mooney,WR,ATL,166,12,141,176,12.2,11
1310,Detroit Defense,DEF,DET,170.3,15,147,180,13.7,6
